filiere;hentad;niveaux;liveoù;Dep;uai;nom;anv;adresse;choml;cp-kp;commune;kumun;code_insee-kod_ebssa;telephone-pgz;telecopie-plr;courriel-posteler;autre_courriel-posteler_all;internet-kenrouedad;latitude-ledred;longitude-hedred
Public;Publik;Lycée;Lise;35;0350026N;Lycée Jean Macé;Lise Jean Macé;10 straed Jean Macé - BP90431 ;10 straed Jean Macé - BP90431 ;35704;RENNES CEDEX 7 ;ROAZHON CEDEX 7 ;35238;02 99 87 91 30;02 99 87 91 50;ce.0350026n@ac-rennes.fr;_;https://phare.ac-rennes.fr/jeanmace_rennes/;48.11708078639708;-1.6702996079259038
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0351402J;Ecole de la Providence;Skol ar Ragevezh;9 Rue de la Vilaine;9 straed ar Gwilen;35600;SAINTE-MARIE;LOKMARIA-REDON;35294;02 99 72 01 90;02 99 72 01 90;ec.0351402J@ac-rennes.fr;_;http://www.laprovidence-saintemarie.com/index.html;47.69428235822589;-2.0000398726587294
Public;Publik;Ecole maternelle;Skol-vamm;35;0351759X;Ecole Gabriel Péri;Skol Gabriel Péri;Allée Pauline Kergomard;Alez Pauline Kergoualc'h;35136;SAINT-JACQUES DE LA LANDE;SANT-JAKEZ-AL-LANN;35281;02 99 31 21 62 ;_;ecole.0351759X@ac-rennes.fr;_;_;48.092077965298145;-1.6976002209501777
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0352278L;Ecole publique Angèle Vannier;Skol bublik Angèle Vannier;2 rue du Bosquet aux Pommes;2 straed Bodaval;35400;SAINT-MALO;SANT-MALOÙ;35288;02 99 82 62 22;02 99 82 62 28;ecole.0352278L@ac-rennes.fr;a.vannier.stmalo@orange.fr;_;48.627296104824744;-1.993219678994657
Public;Publik;Ecole maternelle;Skol-vamm;35;0351927E;Ecole Les Prés Verts;Skol Ar Pradoù Glas;Rue de Lusk;Straed Lusca;35235;THORIGNE-FOUILLARD;TORIGNEG-FOUILHARZH;35334;299620794;_;ecole.0351927E@ac-rennes.fr;_;_;48.15425291072211;-1.5823206382954602
Public;Publik;Ecole élémentaire;Skol-gentañ;35;0351765d;Ecole Les Grands Prés Verts;Skol Ar Pradoù Glas Bras;30 rue Gabriel Fauré;30 st Gabriel Fauré;35235;THORIGNE-FOUILLARD;TORIGNEG-FOUILHARZH;35334;02 99 62 07 18;_;ecole.0351765d@ac-rennes.fr;_;_;48.15547616253379;-1.5884805622036107
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0351019T;Groupe scolaire Cousteau;Strollad skolioù Cousteau;2 rue du Stade - MAURE-DE-BRETAGNE;2 Straed ar Stad - ANAST;35330;VAL D'ANAST;TRAOÑ-ANAST;35168;02 99 34 92 34;02 99 34 59 22;ecole.0351019T@ac-rennes.fr;_;_;47.894022767966725;-1.9923199044081588
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0352184J;École Noël du Fail;Skol Noël du Fail;Rue Guillotin de Corson;Straed Guillotin de Corson;35770;VERN-SUR-SEICHE;GWERN-AR-SEC'H;35352;02 99 62 89 82;02 99 62 89 82;ecole.0352184J@ac-rennes.fr;_;_;48.041478774297275;-1.598879837965849
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0352194V;Ecole primaire Jean XXIII;Skol kentañ derez Yann XXIII;Boulevard de la Motte;Boulouard ar Voudenn;35500;VITRE;GWITREG;35360;02 99 74 40 72;_;ec.0352194V@ac-rennes.fr;_;http://www.ecole-jean23-vitre.fr/;48.11631827024698;-1.1927401183343267
Catholique;Katolik;Collège;Skolaj;35;0350892E;Collège Sainte Jeanne d'Arc;Skolaj Santez Janed Ark;13 place de la République - BP 90326;13 plasenn ar Republik - BP 90326;35500;VITRÉ;GWITREG;35360;02 99 75 22 39;_;ce.0350892E@ac-rennes.fr;_;_;48.12536666628524;-1.2086795712271705
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0352515U;Le Château;Ar C'hastell;Place du Château;Plasenn ar C'hastell;35500;VITRÉ;GWITREG;35360;299750397;_;ecole.0352515U@ac-rennes.fr;_;_;48.124550781416275;-1.2140601582334083
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;44;0442848G;Ecole Andrée Chedid;Skol Andrée Chedid;1 rue des Meules;1 straed ar Mein-milin;44130;BLAIN;BLAEN;44015;02 40 79 00 80 / 02 28 05 54 90;_;ce.0442848g@ac-nantes.fr;_;_;47.48110211783626;-1.7555800074804273
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;44;0442401W;Skol Diwan Gwenrann;Skol Diwan Gwenrann;7 rue du Sénéchal;7 straed ar Senechal;44350;GUERANDE;GWENRANN;44069;02 53 19 19 81;_;ecole@diwan-gwenrann.org;_;http://www.diwan-gwenrann.org/;47.33199089626555;-2.424929795218408
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;44;0441414Y;Ecole Sainte-Madeleine;Skol Santez Vadalen;10 quai Hoche, BP 96522;10 kae Hoche - BP 96522;44200;NANTES;NAONED;44109;02 51 25 06 80;02 40 12 04 18;ce.0441414Y@ac-nantes.fr;ecole.college.ste-madeleine@wanadoo.fr;https://www.la-joliverie.com/ecole/sainte-madeleine/;47.20668436975939;-1.5518995509711526
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;44;0440691M;Ecole Les Batignolles;Skol ar Batignoloù;45 route de Paris;45 hent Pariz;44300;NANTES;NAONED;44109;240416935;02 40 52 00 52;ce.0440691m@ac-nantes.fr;_;http://ec-batignolles-44.ac-nantes.fr;47.25195305392485;-1.518520117042086
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;44;0440709G;Camille Claudel;Camille Claudel;83 rue des Renards;83 straed al Lern;44000;NANTES;NAONED;44109;240416812;_;ce.0440709G@ac-nantes.fr;_;_;47.2585897850032;-1.5688298420401565
Public;Publik;Ecole maternelle;Skol-vamm;44;0440715N;Ecole maternelle des Marsauderies;Skol-vamm ar Marsauderies;9 rue  de la Bertinière;9 straed la Bertinière;44300;NANTES;NAONED;44109;240416855;02 40 93 13 70;ce.0440715N@ac-nantes.fr;_;_;47.24315292085051;-1.5310795715839725
Public;Publik;Ecole maternelle;Skol-vamm;44;0442897K;Ecole Leloup Bouhier;Skol Leloup Bouhier;11 boulevard de Launay;11 boulouard ar Wern;44000;NANTES;NAONED;44109;240416917;_;ce.0442897K@ac-nantes.fr;_;_;47.21022701559704;-1.5727753901141799
Public;Publik;Ecole élémentaire;Skol-gentañ;44;0440658B;Ecole élémentaire des Marsauderies;Skol-gentañ ar Marsauderies;1 rue de la Bertinière;1 straed la Bertinière;44300;NANTES;NAONED;44109;02 40 41 69 81;02 40 14 42 78;ce.0440658B@ac-nantes.fr;_;_;47.24279474344717;-1.5297702346217672
Public;Publik;Ecole élémentaire;Skol-gentañ;44;0440645M;George Sand;George Sand;83 rue des Renards;83 straed al Lern;44000;NANTES;NAONED;44109;240416806;_;ce.0440645M@ac-nantes.fr;_;_;47.25901721538321;-1.5694702190280125
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;44;0442104Y;Skol Diwan Naoned;Skol Diwan Naoned;160 rue du Corps des Gardes, Les Chataîgners;160 straed an Ti-gard, ar Gwez-kistin;44100;NANTES;NAONED;44109;02 51 80 50 32;02 51 80 50 33;diwan.naoned@yahoo.fr;_;http://www.diwan-naoned.bzh/;47.219354093168604;-1.6019702314405084
Public;Publik;Ecole maternelle;Skol-vamm;44;0442966K;Ecole Alice Guy;Skol Alice Guy;34 rue Marianne;34 straed Marianne;44000;NANTES;NAONED;44109;240416811;_;  ce.0442966K@ac-nantes.fr;_;_;47.228613287626075;-1.5369714711858722
Public;Publik;Collège;Skolaj;44;0440283U;Collège Libertaire Rutigliano;Skolaj Liberter Rutigliano;60 rue de l'Eraudière - BP 11906;60 straed l'Eraudière - BP 11906;44319;NANTES CEDEX 03;NAONED CEDEX 03;44109;02 40 49 60 14;02 40 49 09 63;ce.0440283u@ac-nantes.fr;_;http://rutigliano.loire-atlantique.e-lyco.fr/espace-pedagogique-d-etablissement/breton/;47.240168666267195;-1.5406446092020099
Public;Publik;Ecole maternelle;Skol-vamm;44;0440820C;Ecole Paul Fort;Skol Paul Fort;38 Chemin de la Nicolerie;38 Hentig La Nicolerie;44250;SAINT-BREVIN-LES-PINS;SANT-BREWENN;44154;240390285;_;ce.0440820C@ac-nantes.fr;_;_;47.233541379730866;-2.1601405085265815
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;44;0442820B;Skol Diwan Sant-Ervlan;Skol Diwan Sant-Ervlan;Avenue de l'Angevinière;Bali L'Angevinière;44800;SAINT-HERBLAIN;SANT-ERVLAN;44162;09 62 50 70 73 / 07 69 11 87 44;_;skol.sant-ervlan@diwan.bzh;_;https://www.diwan-santervlan.fr/;47.245872997985714;-1.613128452694032
Diwan;Diwan;Collège;Skolaj;44;0442637C;Skolaj Diwan al Liger-Atlantel;Skolaj Diwan al Liger-Atlantel;12 bali an Añjevinier;12 bali an Añjevinier;44800;SAINT-HERBLAIN;SANT-ERVLAN;44162;02 40 46 65 91;_;skolaj44@hotmail.fr;_;http://skoldiwan.naoned.free.fr/college/accueil.php;47.24525724704455;-1.6099303930875337
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;44;0440837W;École Les Grands-Bois;Skol ar C’hoadoù Bras;9 avenue des Grands Bois;9 bali ar C’hoadoù Bras;44800;SAINT-HERBLAIN;SANT-ERVLAN;44162;02 40 59 20 41;_;ce.0440837W@ac-nantes.fr;_;_;47.233535153258856;-1.5918993987181822
Public;Publik;Collège;Skolaj;44;0440287y;Collège Le Hérault;Skolaj Le Hérault;1 avenue Alain Gerbault;1 bali Alain Gerbault;44800;SAINT-HERBLAIN;SANT-ERVLAN;44162;297241203;_;Ce.0560002y@ac-rennes.fr;_;_;47.235876217539335;-1.599079830791879
Public;Publik;Ecole maternelle;Skol-vamm;44;0441561H;Ecole maternelle Joli Mai;Skol-vamm Joli Mai;66 avenue de Cheverny;66 avenue de Cheverny;44800;SAINT-HERBLAIN;SANT-ERVLAN;44162;240760238;_;ce.0441561H@ac-nantes.fr;_;_;47.24304728191377;-1.6015993953502914
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;44;0442231L;Skol Diwan Sant-Nazer;Skol Diwan Sant-Nazer;101 rue de la Croix Amisse;101 rue de la Croix Amisse;44600;SAINT-NAZAIRE;SANT-NAZER;44184;02 40 53 31 01 / 07 84 59 98 41;02 40 53 31 01;skol.diwan@sfr.fr;directiondiwansantnazer@yahoo.fr ;http://skoldiwansantnazer.e-monsite.com/;47.29056035347022;-2.2048796617073605
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;44;0440895J;Léon Gambetta;Léon Gambetta;124 bis route de Toutes Aides;124 bis hent Holl Sikourioù;44600;SAINT-NAZAIRE;SANT-NAZER;44184;240225015;_;ce.0440895J@ac-nantes.fr;_;_;47.285241333551745;-2.2173096995949844
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560646Y;École Renaudeau;Skol Renaudeau;6 rue de Redon;6 straed Redon;56350;ALLAIRE;ALAER;56001;02 99 71 94 39;_;ec.0560646y@ac-rennes.fr;_;_;47.63665121909979;-2.1637506431235463
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560881D;Ecole Sainte Thérèse;Skol Santez-Tereza;1 rue Georges le Poder;1 straed Georges ar Poder;56400;AURAY;AN ALRE;56007;02 97 24 11 65;02 97 24 12 04;ec.0560881D@ac-rennes.fr;ecole-ste-therese@wanadoo.fr;http://saintethereseauray.fr/;47.677286173886046;-2.9973701869773226
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561791T;Skol Diwan an Alre;Skol Diwan an Alre;8 rue du Général Auguste la Houille - ar gumunenn;8 straed ar Jeneral Auguste la Houille, ar gumunenn;56400;AURAY;AN ALRE;56007;02 97 24 23 53;_;skolanalre@gmail.com;_;http://diwananalre.org/;47.67056565358136;-2.9975993064257036
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560659M;Ecole Joseph Rollo;Skol Joseph Rollo;1 rue Pablo Picasso;1 straed Pablo Picasso;56400;AURAY;AN ALRE;56007;02 97 24 12 08;_;ec.0560659m@ac-rennes.fr;_;http://www.ecole-elementaire-rollo-auray.ac-rennes.fr/;47.67731795583692;-2.993659394566598
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561666G;Skol Diwan Baod;Skol Diwan Baod;Rue de la Villeneuve;Straed ar Gernevez;56150;BAUD;BAOD;56010;02 97 39 03 39;02 97 39 03 39;ec.0561666G@ac-rennes.fr;skol.diwan.baod@aliceadsl.fr;http://diwan-baod.org/;47.878362421829365;-3.0114994605557013
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560667W;Ecole primaire Gourandel;Skol kentañ derez Gourandel;Rue Jules Ferry;Straed Jules Ferry;56150;BAUD;BAOD;56010;06 33 81 50 34 / 02 97 51 02 27;02 97 51 03 40;ec.0560667w@ac-rennes.fr;_;_;47.880632769841824;-3.0129000433417565
Public;Publik;Collège;Skolaj;56;0561386C;Collège Mathurin Martin;Skolaj Mathurin Martin;Rue des Genêts;Straed ar Banal;56150;BAUD;BAOD;56010;02 97 51 03 14;02 97 39 09 01;Ce.0561386c@ac-rennes.fr;_;http://www.college-mathurin-martin-baud.ac-rennes.fr;47.87374576234271;-3.013519625912479
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561595E;École Jean Monnet;Skol Jean Monnet;Rue de la Claie;Straed ar C'hlez;56500;BIGNAN;BEGNEN;56017;02 97 60 55 19;02 97 60 55 72;ec.0561595e@ac-rennes.fr;_;_;47.87858967924845;-2.771667232764306
Catholique;Katolik;Collège;Skolaj;56;0560023W;Collège Saint-Gildas;Skolaj Sant Jildaz;28 route de Piparc;28 hent Pipark;56400;BRECH;BREC'H;56023;02 97 24 21 55;02 97 50 74 82;ce.0560023W@ac-rennes.fr;_;http://www.collegestgildas.org;47.686278398793235;-3.009659680141044
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560686S;Ecole publique Pont Douar;Skol bublik Pont Douar;3 rue Pont Douar;3 straed Pont Douar;56400;BRECH;BREC'H;56023;02 97 57 62 77;_;ec.0560686s@ac-rennes.fr;ecole.brech-pontdouar@orange.fr;_;47.71990275893204;-2.999889982367203
Public;Publik;Ecole maternelle;Skol-vamm;56;0560756t;Ecole Théodore Monod;Skol Théodore Monod;2 Les Fontenelles;2 Ar Feunteunigoù;56800;CAMPENEAC;KEMPENIEG;56032;297934049;_;ec.0560756t@ac-rennes.fr;_;_;47.95983126406229;-2.2868995933039367
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560925B;Ecole Saint-Michel;Skol Sant Mikael;30 rue du Tumulus;30 straed ar Grugell;56340;CARNAC;KARNAG;56034;02 97 52 12 06;02 97 52 14 85;ec.0560925B@ac-rennes.fr;saintmichelskol@wanadoo.fr;https://ecolesaintmichelcarnac.fr/;47.58540818351274;-3.075049579549716
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561662C;Ecole Saint Joseph;Skol Sant Jozeb;10 rue Saint-Joseph;10 straed Sant Jozeb;56850;CAUDAN;KAODAN;56036;02 97 05 67 32;02 97 05 67 95;ec.0561662C@ac-rennes.fr;eco56.stjo.caudan@eco.ecbretagne.org;http://ecole.st.jo.caudan.pagesperso-orange.fr/accueil_026.htm;47.810138696466716;-3.3382605504541636
Catholique;Katolik;Collège;Skolaj;56;0560128K;Collège Saint-Joseph;Skolaj Sant Jozeb;10 rue Saint Joseph - BP 3;10 straed Sant Jozeb - BP 3;56850;CAUDAN;KAODAN;56036;297057013;_;ce.0560128K@ac-rennes.fr;_;_;47.81011559480527;-3.3390700613949087
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560937P;Ecole Saint-Joseph;Skol Sant Jozeb;12 rue du Couvent;12 straed ar Gouent;56480;CLEGUEREC;KLEGEREG;56041;02 97 38 00 49;02 97 38 00 49;ec.0560937P@ac-rennes.fr;_;http://ecolesaintjoseph-cleguerec.eklablog.com/;48.12497659395909;-3.068770381614334
Public;Publik;Ecole maternelle;Skol-vamm;56;0561610w;Ecole Ar Gwennili;Skol Ar Gwennili;14 rue du Stade;14 straed ar Stad;56480;CLEGUEREC;KLEGEREG;56041;297381043;_;ec.0561610w@ac-rennes.fr;_;_;48.12572890726493;-3.0719101793769075
Public;Publik;Ecole maternelle;Skol-vamm;56;0560547R;Ecole maternelle Jean Guéhenno;Skol-vamm Jean Gwehenno;31 rue Jean-Louis Kergaravat;31 straed Jean-Louis Kergaravad;56110;GOURIN;GOURIN;56066;02 97 23 42 69;_;ec.0560547r@ac-rennes.fr;_;_;48.13706572904991;-3.609649652592166
Public;Publik;Ecole élémentaire;Skol-gentañ;56;0561424U;Ecole élémentaire  Jean Rostand;Skol-gentañ  Jean Rostand;13 rue Auguste Brizeux;13 straed Aogust Brizeug;56110;GOURIN;GOURIN;56066;02 97 23 40 48;02 97 23 50 31;ec.0561424u@ac-rennes.fr;_;_;48.13811766929702;-3.6080101775919005
Public;Publik;Collège;Skolaj;56;0561383z;Collège François-René de Chateaubriand;Skolaj François-René de Chateaubriand;Rue Chateaubriand - BP 20;Straed Chateaubriand - BP 20;56110;GOURIN;GOURIN;56066;297234058;_;Ce.0561383z@ac-rennes.fr;_;_;48.130390726713806;-3.61664063534474
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560969Z;Ecole Sainte-Marie;Skol an Itron-Varia;Rue  Penhoët;Straed Penc'hoed;56390;GRAND-CHAMP;GREGAM;56067;02 97 66 76 33;02 97 66 76 33;ec.0560969Z@ac-rennes.fr;eco56.stema.grand-champ@eco.ecbretagne.org;http://ecolesaintemariegrandchamp.eklablog.com/;47.759514699678306;-2.845530187205019
Catholique;Katolik;Collège;Skolaj;56;0560132P;Collège Saint Joseph;Skolaj Sant Jozeb;14 Rue de la Madeleine;14 Straed ar Vadalen;56390;GRAND-CHAMP;GREGAM;56067;297667726;_;college@stjoseph-gdchamp.fr;_;http://ecolesaintemariegrandchamp.eklablog.com/;47.75807522357366;-2.8396795696989754
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560975F;Ecole Saint-Gildas;Skol Sant Geltaz;13 rue Saint-Cado;13 straed Sant Kadoù;56120;GUEGON;GWEGON;56070;02 97 22 39 80;02 97 22 20 74;ec.0560975F@ac-rennes.fr;ecole.stgildas@aliceadsl.fr;https://guegonstgildas.toutemonecole.fr/;47.93569424811109;-2.567310468342055
Public;Publik;Ecole maternelle;Skol-vamm;56;0561419N;Ecole maternelle Prad Foenn;Skol-vamm Prad Foenn;Rue Amiral Febvrier des Pointes;Straed an Amiral Febvrier des Pointes;56520;GUIDEL;GWIDEL;56078;02 97 65 95 95;_;ec.0561419n@ac-rennes.fr / maternelle.guidel@gmail.com;maternelle.polignac@wanadoo.fr;http://ecole-maternelle-guidel.over-blog.fr/;47.78655097019757;-3.4877257694367194
Public;Publik;Ecole élémentaire;Skol-gentañ;56;0560240G;Ecole primaire;Skol-gentañ ;Prad Foenn;Prad Foenn;56520;GUIDEL;GWIDEL;56078;02 97 02 75 91 / 06 88 43 46 22;_;ec.0560240g@ac-rennes.fr;_;http://prat.foen.free.fr/ecole/;47.788115591849056;-3.4984804761149504
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561003L;Ecole Saint-Gilles;Skol Sant Jili;2 rue Chardonnerets;2 straed ar C'hanabered;56700;HENNEBONT;HENBONT;56083;02 97 36 25 29;02 97 85 59 84;ec.0561003L@ac-rennes.fr;eco56.stgi.st-gilles-hennebont@e-c.bzh;https://ecolesaintgilles-hennebont.fr/;47.80902697960995;-3.241959634439253
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561002K;Ecole Saint Félix;Skol Sant Feliz;Kerlois;Kerloez;56704;HENNEBONT;HENBONT;56083;02 97 36 20 54;02 97 85 04 58;ec.0561002K@ac-rennes.fr;_;_;47.80279562282155;-3.292539286734796
Catholique;Katolik;Collège;skolaj;56;0561401U;Collège Saint-Félix;Skolaj Sant Feliz;Kerlois - BP 139;Kerloez - BP 139;56700;HENNEBONT;HENBONT;56083;02 97 36 20 54;02 97 85 04 58;ce.0561401U@ac-rennes.fr;_;http://kerlois.fr;47.8007423146787;-3.298630487042442
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561509L;Ecole Jean Macé;Skol Jean Macé;5 rue Jules Ferry;5 straed Jules Ferry;56700;HENNEBONT;HENBONT;56083;02 97 36 12 16;_;ec.0561509l@ac-rennes.fr;_;_;47.80231301875468;-3.2859999454372253
Public;Publik;Ecole maternelle;Skol-vamm;56;0560594S;Ecole maternelle Paul Eluard;Skol-vamm Paul Eluard;Rue Emile Zola - Kérihouais;Straed Emile Zola - Kerioue;56700;HENNEBONT;HENBONT;56083;02 97 36 29 06;_;ec.0560594s@ac-rennes.fr;_;_;47.80254466226359;-3.2737493018133286
Public;Publik;Ecole élémentaire;Skol-gentañ;56;0561426W;Ecole élémentaire Paul Eluard;Skol-gentañ Paul Eluard;Rue Emile Zola - Kérihouais;Straed Emile Zola - Kerioue;56700;HENNEBONT;HENBONT;56083;02 97 36 22 23;_;ec.0561426w@ac-rennes.fr;_;_;47.802174639171376;-3.2727701908001237
Public;Publik;Collège;Skolaj;56;0560214D;Collège Paul Langevin;Skolaj Paul Langevin;40 rue Emile Zola, BP 135;40 straed Emile Zola, BP 135;56700;HENNEBONT Cedex;HENBONT Cedex;56083;02 97 85 19 40;02 97 85 19 49;Ce.0560214D@ac-rennes.fr;_;http://www.college-paullangevin-hennebont.ac-rennes.fr;47.80278839994521;-3.2723696557078217
Public;Publik;Ecole maternelle;Skol-vamm;56;0560291m;Ecole Les Lucioles;Skol Ar C'hwibed-Luc'h;6 rue Léo Lagrange;6 straed Léo Lagrange;56650;INZINZAC-LOCHRIST;ZINZAG-LOKRIST;56090;297360625;_;ec.0560291m@ac-rennes.fr;_;_;47.826655028968595;-3.2530801034509076
Public;Publik;Ecole élémentaire;Skol-gentañ;56;0561425V;École élémentaire publique la Forgerine;Skol-gentañ ar C'hovelig;21 Rue Emile Zola;21 straed Emile Zola;56650;INZINZAC-LOCHRIST;ZINZAG-LOKRIST;56090;02 97 36 00 52;_;ec.0561425v@ac-rennes.fr;_;_;47.826298947705006;-3.2518704189711523
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561729A;Ecole Notre-Dame du Roncier;Skol Itron-Varia an Drein;11 rue Lucien Briend;11 straed Lucien Briend;56120;JOSSELIN;JOSILIN;56091;02 97 22 23 81;02 97 73 94 71;ec.0561729A@ac-rennes.fr;eco.ndroncier.josselin@wanadoo.fr;_;47.955795627332265;-2.5452286680592517
Catholique;Katolik;Collège;skolaj;56;0561378U;Collège Sainte Marguerite-Marie;Skolaj Santez Marc'harid-Maria;11 r Lucien Briend - BP 10;11 straed Lucien Briend - BP 10;56120;JOSSELIN;JOSILIN;56091;02 97 22 21 65;02 97 22 31 53;ce.0561378U@ac-rennes.fr;col56.stema.josselin@ecbretagne.org;http://www.college-josselin.fr/accueil/bienvenue-sur-le-site-du-college;47.956728379883266;-2.5460704043538582
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561023H;Sainte Anne;Santez Anna;3 rue du Stade;3 Straed ar Stad;56700;KERVIGNAC;KERVIGNAG;56094;297656510;_;ec.0561023H@ac-rennes.fr;_;http://ecole-sainte-anne-kervignac.com/;47.76301389788141;-3.237639636807479
Public;Publik;Ecole maternelle;Skol-vamm;56;0560272S;Ecole Les Cerisiers;Skol ar C'hignez;6 route d'Armorique;6 Hent Arvorig;56190;LA TRINITE-SURZUR;AN DRINDED-SURZHUR;56259;297421777;_;  ec.0560272s@ac-rennes.fr;_;_;47.60394263633004;-2.593409607552172
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561026L;Ecole Sainte Marie;Skol an Intron-Varia;11 rue Nationale;11 straed Vroadel;56690;LANDEVANT;LANDEVAN;56097;02 97 56 93 07;02 97 56 93 07;ec.0561026L@ac-rennes.fr;_;http://ecolesaintemarielandevant.eklablog.com/;47.76427921561417;-3.1218499225939507
Public;Publik;Ecole maternelle;Skol-vamm;56;0561443P;Ecole L'Encre Bleue;Skol al Liv Glas;17 rue Nationale;17 straed Vroadel;56690;LANDEVANT;LANDEVAN;56097;297569783;_;  ec.0561443P@ac-rennes.fr;_;_;47.764455655252235;-3.122790103225289
Public;Publik;Ecole maternelle;Skol-vamm;56;0560330E;Ecole maternelle Eugénie Cotton;Skol-vamm Eugénie Koton;Rue Marcel Sembat;Straed Marcel Sembat;56600;LANESTER;LANNARSTÊR;56098;02 97 76 17 14;_;ec.0560330e@ac-rennes.fr;_;_;47.7669248292565;-3.345839734294838
Public;Publik;Ecole maternelle;Skol-vamm;56;0561334W;Ecole maternelle Renée Raymond;Skol-vamm Renée Raymond;30 rue Marat;30 straed Marat;56600;LANESTER;LANNARSTÊR;56098;02 97 76 11 30;_;ec.0561334w@ac-rennes.fr;_;_;47.77040621982134;-3.3370098843273084
Public;Publik;Ecole élémentaire;Skol-gentañ;56;0560310H;Ecole publique Romain Rolland;Skol bublik Romain Rolland;5 rue Paul Vaillant-Couturier;5 straed Paul Vaillant-Couturier;56600;LANESTER;LANNARSTÊR;56098;02 97 76 05 51 ;_;ec.0560310h@ac-rennes.fr;_;http://www.ecole-romainrolland-lanester.ac-rennes.fr/;47.77172790163053;-3.3464497224174847
Public;Publik;Collège;Skolaj;56;0560022V;Collège Henri Wallon;Skolaj Henri Wallon;2 rue Anatole France - BP 128;2 straed Anatole France - BP 128;56602;LANESTER;LANNARSTÊR;56098;02 97 76 17 68;02 97 76 51 86;Ce.0560022v@ac-rennes.fr;_;_;47.77175007814023;-3.345159829270789
Public;Publik;Lycée;Lise;56;0561698S;Lycée Jean Macé;Lise Jean Macé;1 rue Jean-Paul Sartre - BP 107;1 straed Jean-Paul Sartre - BP 107;56601;LANESTER;LANNARSTÊR;56098;02 97 76 18 73;02 97 76 40 24;ce.0561698s@ac-rennes.fr;_;http://www.lycee-jean-mace-lanester.ac-rennes.fr;47.76514990567331;-3.3435893645948647
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560243K;Ecole Jean Moulin;Skol Jean Moulin;7 rue de Cornouaille;7 straed Kerne;56630;LANGONNET;LANGONED;56100;02 97 23 95 40;02 97 23 80 28;ec.0560243k@ac-rennes.fr;_;_;48.103795271633835;-3.4926204494960147
